factor_0,factor_1,factor_2,factor_3,factor_4,factor_5,factor_6,factor_7,factor_8,factor_9,factor_10,factor_11,factor_12,factor_13,factor_14,factor_15,factor_16,factor_17,factor_18,factor_19,factor_20,factor_21,factor_22,factor_23,factor_24,factor_25,factor_26,factor_27,factor_28,factor_29,factor_30,factor_31,factor_32,factor_33,factor_34,factor_35,factor_36,factor_37,factor_38,factor_39,factor_40,factor_41,factor_42,factor_43,factor_44,factor_45,factor_46,factor_47,factor_48,factor_49
3.848426249171782e-06,-1.3478720416319714e-05,-6.816708661713545e-05,-1.3840291000399966e-05,2.6931770732856663e-05,2.4891417798828563e-05,1.895033743460523e-05,0.01812253566273616,0.0006155920295683108,5.7456060108181724e-05,4.638187176746513e-05,-1.8264419326039007e-05,0.00013618137155069066,-0.004274257379540581,0.000369904395329367,0.06691487500794253,0.0008861778491039301,-0.002274946231209378,0.08640997635841541,-0.0013188140922509365,-0.10026170899937924,-0.028431756924121566,0.002734701382878162,-0.039905275293915646,0.05656011512902334,0.22910391915896944,-0.11575485244059504,-0.15968714888381688,-0.10149843084050103,-0.09779020697899804,0.0036163265348813003,-0.03176036683771155,-0.019167441399944928,-0.0009424209114992786,-0.01594470281115387,-0.0034581248293699403,0.011396143020557954,-0.04765467264650349,-0.018606176628467575,-0.0033292427140157775,0.02366549938348028,0.044106422819781395,-0.031195541771135808,-0.09365325752793692,-0.033729602294535005,-0.0035589168375257775,0.050426834284556875,0.032822401826974844,-0.030934128040639094,-0.020878545988293563
0.00038511300532676764,-0.000629718896028895,-0.0019672962024029936,-0.00021196968029033186,0.000515470600574927,0.00021535783331562658,0.00012108399845464925,0.06413486890979422,0.0009259238729970795,-3.039887193996339e-05,-0.00020420537365716633,-0.0007001312283740436,-0.00013970917040078204,-0.012799955512327533,0.0012987519965620884,0.19630932690491248,-0.00027034803314759123,-0.0017317636792230449,-0.05485600742428738,-0.0029595732634651304,-0.0989545593600615,0.11454639236664424,0.013025438656038392,0.00664580987763643,-0.08319605758729523,0.10206706090813406,0.1460010730134663,0.0710151332070959,-0.20474413248527298,0.10976258751358185,0.0054297191045066355,-0.44865659013734244,0.3057931680738305,0.06427910757808497,0.15952750975278612,-0.004169248932704275,-0.14444112725394317,-0.2906761103657497,0.030883762352331295,-0.22618067201035874,0.14300965944332886,-0.0814911941198732,-0.2200409167143899,0.24450495978886033,-0.0851321255390021,0.09617943194813156,0.1549407044802566,-0.20233171768222463,-0.24316403391274213,-0.2484776326613335
0.1495505196569627,-0.13404581442111818,0.3191916242133566,-0.2371614881991604,-0.25976399610315604,-0.048251639085482516,0.213113567016465,-0.0010991275010838063,0.08174217857843655,-0.25483344512928136,-0.09058262131527375,-0.18520665981443185,0.009412789782048892,1.0060350290551836,-0.4663544499631001,0.07988854390083669,-0.27274249853557503,0.31386424344876157,-0.008520309846296897,0.15552513059743775,0.037086969254926674,0.0038526203785180417,0.03721691918498262,-0.12721535438985693,-0.040546187734881035,-0.005104943058189312,-0.0615031655263957,0.011684552566362333,0.0021008893405380273,0.019343544037360452,-0.5162340146628032,-0.028488974832221837,0.020305302256590604,0.09589753476761065,0.012213689320167925,-0.09366456411389486,-0.01848728116397564,-0.004559502208879643,-0.19036554876671735,-0.1796360786617768,-0.2942452673184958,0.038522384614279336,-0.020621069088958895,-0.03511119274063572,0.2293211109363576,-0.027759487107151152,-0.024741057880804277,-0.014845592344584362,-0.03042922338760854,-0.03851205371479254
-4.363034933393891e-16,3.999123818489797e-14,3.7155304328629883e-13,-3.2044853748912043e-12,5.275615039667525e-12,-1.7243960783188012e-11,-2.212418467800808e-11,-2.8753302510603823e-11,-8.31750296226953e-11,-2.2490038948346016e-10,-1.221952104113841e-10,-3.378925096324152e-10,-4.6065845489510036e-11,-3.4722265512553213e-09,-1.9742411115434772e-10,-4.374079308788823e-09,-1.8418430863172885e-09,-6.154135476100972e-09,-2.5716633391678265e-10,1.8162979483503246e-08,2.1558844541452178e-08,1.5142421372233674e-08,3.4549512177788925e-08,-1.4388210593452915e-09,-6.560184179716728e-08,7.18834473930269e-08,9.719809848542605e-08,1.3014027853631723e-07,8.317690913364763e-09,1.2248649439435834e-07,-1.0341530642972132e-07,2.285217475051093e-07,-1.787632662138167e-08,-7.480673290199085e-08,2.236784887354954e-07,-5.489433101251259e-07,-3.0255500673816165e-07,-6.482348259660129e-08,7.665953580683061e-07,1.0821493007633864e-08,-7.370947314826215e-07,4.95660531476856e-07,-1.8086852693280957e-07,-7.330039467530135e-07,2.8934035437498756e-07,1.8963505280680903e-06,-8.418997558775423e-07,3.32688541185234e-07,-7.103558950934712e-08,-8.286459357150311e-07
4.571057339053851e-05,-8.119362524347725e-05,-0.00023191930817765242,-7.169710636429303e-05,-7.897154637071101e-07,0.0001182338035189462,5.366237272211968e-05,0.03784836574005903,0.0011574482927097323,-6.200413142010165e-05,0.00014831775000867707,0.0004910800460340669,-0.0004652521123203383,-0.005466234277088284,0.0002977028543706235,0.09201158000272332,-0.0003212606858758773,0.0012482586439017016,0.0007713626953072644,-0.0031769902803596532,-0.09769431461303958,0.0308028602566147,0.0033136247620428124,9.928313759928573e-05,-0.030215336921982087,0.05501166930684544,0.045079279418286426,-0.03440739209803249,-0.027535386413991475,0.03968766764662042,0.014849767222115794,-0.1275626647843452,0.27692052128153866,-0.0016781953593879699,-0.051938791783901296,-0.009691765846430443,0.08330461835835498,0.00029478792910547856,-0.010056343834926406,0.0004641111793537691,0.05825730286180571,0.05016822806986093,0.2049233131678242,0.13759980538834707,0.08640867587108439,-0.08251868518412027,-0.12092479321804309,-0.051342976910227565,-0.01306470776778334,0.08867682767600073
0.0003764669945658763,-0.0006304427350354555,-0.0021066834684119557,-0.00016919691819419509,0.0007022596698121319,0.00012431267550175524,0.00013277107956266647,0.05122808837899463,0.00027010047556357713,0.00018517604849639758,-0.00026928251468576794,-0.0018361941477710966,0.0008615509395727033,-0.014358236029940838,0.0022040082592859247,0.19871359600483487,0.0028364427456889158,-0.0076697999110943126,0.413766727801095,-0.0038058753216172764,-0.039071980646190274,0.32560506875221207,0.03529250431065619,-0.09673018819124406,0.15484337429432093,0.5762083332364932,-0.24857390654735959,0.21721376138857312,-0.24354237683951996,1.449056667526628,0.05810580951582727,0.7129135859772865,0.2610473582246434,-0.06631812318815121,0.09083943934453026,-0.10687277013153865,0.3707901240055002,0.5037355667497755,-0.19059568398395338,0.6611442007710305,-0.6304176764278323,-0.5438623104750006,0.4976225711636293,0.8818057908272704,-0.7099849622538377,-0.07023084898565789,1.0175907557059418,1.1779560599568575,-0.5773068620333357,-0.07659976261493923
5.479455816239936e-06,-1.2917889031170833e-05,-2.2347032937830826e-05,-2.52152611315074e-05,-3.0615577153994224e-05,4.2838012271273054e-05,7.233299455653798e-06,0.010254084237093227,0.00030061231758581237,-6.0027314210461455e-05,1.5662069310306314e-05,0.00023924462394077362,-0.00035537287557542457,-0.0033473659849426437,0.00014283287225663185,0.060657785571056645,0.00013173876111627724,-0.0015343827887231026,0.18332871101748224,-0.0009032377329169711,-0.014579682360772341,0.052533304477805125,0.005408126880269355,-0.015165773284171616,0.0322086976512993,0.11037097757924445,-0.07009052867766327,0.05971410244381416,-0.24977915560585526,0.4859305394398685,0.0007160391736432998,0.17155648141403673,-0.07910368499563178,0.02635486423540079,0.2585670186555215,-0.06305404336925863,0.2897022685868559,-0.2807741410560372,-0.1113265080461223,0.3186398336321367,-0.25825866226305777,-0.42408972292594355,0.22552949444525358,0.08079945282767574,-0.23185852176000527,0.022642497688668408,0.27394155202594295,0.4072207277268151,-0.05351322910667152,0.037671555430958306
0.0005296332955459561,-0.0010116779072466644,-0.0035581807765093314,-0.0008200234140430083,0.0006472023153461938,0.0012891010094995571,0.00040897413935204324,0.8833073718412501,0.033743585075345216,0.00464723178435318,-0.0005913327196704058,-0.004572279449370769,0.006870746167400089,0.03246025985289139,-0.0013408227792617144,-0.515369069876871,0.002606677772800166,-0.004892231904137406,0.012657248382534932,0.006133661668997287,0.09857945961264336,-0.09724090228641719,-0.009175777399545025,-0.024750932821246456,0.07728553697787177,-0.04268035337139871,-0.07566189154937411,0.1461521238893905,-0.11675843908343199,0.012724277737408998,-0.02870615725265151,0.025129148395351835,-0.041670894679156585,0.02793891082262467,0.09885228082984437,-0.05343196956066164,0.09464210435339554,0.03297889477440454,-0.024276623405376178,0.06319737797701926,0.009105112693517976,0.26252786590391436,0.19560548941931283,-0.05207952009648066,-0.10296901038068676,0.2163071817672913,0.26656573132415023,-0.37557251257492724,-0.5824773412711676,0.09102864355381482
0.0007560044364785391,-0.0012467697323333255,-0.004100318242264505,-0.0003428154064493537,0.0013125297202890988,0.0002901013175663677,0.00027231353280685906,0.1354692666343925,0.002251592838890014,0.00042986280632253694,-0.0005205231002637293,-0.003042564739518666,0.0018735786728619128,-0.023606318004318675,0.0034993271510081287,0.3290755429012246,0.004046478798607611,-0.010700491967325514,0.0076426774374612405,-0.0037145741134942587,-0.39110648250706015,-0.1241416730825156,0.004979153940925224,-0.13261289292438774,0.1176236821404395,0.20923157680671675,-0.056796446022494916,0.350838729421323,-0.06585173936389555,0.00908244017921727,0.029201833586798558,0.27645958170605134,0.4968467137728129,0.028644094544914633,0.4855827894975417,0.02345544434715901,-0.07771672093305897,0.009010634204117272,0.08912234477969855,-0.47105455902933185,0.24367745436969376,-0.44932213435905444,0.09869613601959545,-0.5845161042054876,0.011364423238541393,-0.0717444715205834,-0.16558456540467012,-0.1859819279089235,-0.01600544746824071,-0.2291225454136141
-3.774226743172172e-16,-1.5920519100511666e-14,-2.365930481906685e-13,-3.40781974931103e-12,1.6356617675128267e-12,-1.1679236401785494e-11,4.139539469767552e-12,-3.0430883337137373e-11,1.3701380050889185e-10,2.8363805603570766e-10,2.635647415126677e-10,-9.670708465094338e-11,1.4017536355775772e-10,6.348327258650421e-10,1.491756590632385e-09,1.942008728096917e-09,-1.876083790887034e-09,-1.8263142841396288e-09,-1.573706645216716e-09,-9.828661255388973e-09,-7.179225864951837e-09,-1.2476717358074694e-08,-1.6256911367783396e-08,-1.6633732926563027e-08,3.529262821131851e-08,-9.731933473093336e-09,-4.636939727491204e-08,4.3849054357578924e-08,5.6558211167707164e-08,2.95035067417418e-08,-1.523085530392394e-07,-1.2537660569505056e-07,1.1657676838826376e-07,-4.725798097923559e-08,2.6833017135527636e-08,2.3297729091510668e-07,7.88449633038044e-08,3.307849157621289e-07,-1.9084175700437964e-07,-1.101074070704282e-07,1.899213918083635e-07,5.169771848785389e-07,-2.8845894811376777e-07,1.6772951540252892e-07,2.4741156560845e-08,-2.5463050214004373e-07,-1.9001313946936814e-07,7.266191178247089e-07,1.2133227256815903e-06,-6.850360185506353e-07
1.3157074997355842,0.5942450145943466,-0.2676167833919902,0.0708078661660023,0.6497095381094364,0.3927829138293446,0.7290545851917277,-0.023413789136431086,0.33466066720739485,0.014461709454447538,-0.4675941762776844,0.751227478620528,0.11042719439797855,-0.28195760689472166,-0.17056754250767586,-0.039596398033210634,-0.25107172668757055,-0.46012976862600585,0.004790108397455979,-0.3316157944769047,0.0668237403529259,0.002078465752830495,-0.4844090687455158,-0.703317181244023,-0.14155601566219478,0.009707541789567764,0.29140067284709925,-0.1200950654437258,-0.06555113725241032,0.014446137480217726,0.14717021105181805,0.08716145421003482,-0.03940941489951507,-0.3969542601611048,-0.04696370033295687,-0.26138142855958046,-0.07676545738522451,-0.08444917058784274,-0.041635674656728086,-0.15350705830953865,-0.33891543621242126,0.031855806365495634,0.01461025175804288,-0.11441591861444045,-0.2560537649378498,-0.17247240141090892,-0.5833854965080933,0.042953102220854654,-0.17558812315073416,-0.12004821182562847
0.0014315890629888715,-0.00246393480828535,-0.008207344977204854,-0.0011173452557949222,0.0021623171760905605,0.0013899437786892698,0.0006066076431629648,0.8282704494837027,0.027720605178755867,0.004128358879366995,-0.001452872650464796,-0.007574566758461492,0.007066296655744225,0.011768288100983527,0.001258464153724709,-0.24362542546001356,0.002843367803136871,-0.005483058537761491,-0.022654032831247232,-0.002607312730978833,-0.33398039702289145,-0.02999747946908425,0.016177739248486124,-0.15585078677759284,0.17850129729144465,-0.09375853739606958,-0.12137250168396968,0.7034069550577442,0.10045356966283958,-0.6415896743055504,-0.06682988326331549,1.2808692000675403,0.4826765838176274,-0.04987091087239046,1.177253570426687,0.04750165295300777,0.37252196671337856,-0.07102723595725384,0.08066330867413812,-0.9222556948921965,0.20347014567984525,-0.6831446386640071,0.3376649018490783,0.09458895391715726,-0.0620223076221457,-0.0651773695484368,0.010284503731495963,-0.14294324605463488,0.3119380263241642,-0.23960359043820229
0.4982786762296705,-0.25602821972303913,-0.24662138766688932,0.24816883443829718,-0.16506111752366032,0.5484927537989472,-0.47878676523545916,0.005319031237598167,-0.29437214062671424,-0.548108004289611,0.01159913024196748,0.7280962051457092,-0.958058498059013,-0.14073365492699286,0.11267334804522022,-0.020286798367737186,0.1844243610830011,0.7174806161924945,0.001819595250975857,0.3495478288860203,0.055273614533684616,-0.02616065682660099,0.11072557676818529,-0.21337190112147286,-0.13275190695733116,-0.027777898079577614,-0.31921914328160866,0.13411781445720644,0.06529457713732661,0.0020493143978724255,-0.10582799723382214,-0.16235267017639388,0.03628018563008013,-0.4450353227388255,-0.00867230227582508,0.2779277234260809,0.014305411155049684,0.00817078573952481,0.7125980166863639,0.10847877465512655,-0.055070688313604156,0.05725191700286224,0.07386034912188874,-0.05503340201929617,-0.6370043786708255,-0.6182921156642955,0.2455411040503702,-0.01155761581426055,-0.048086589408178726,0.06037187170961318
0.40873050753462725,-0.06600898982418933,-0.4349921458637419,0.525279690344719,0.2996227406032998,0.4151144754330175,0.9844715395205819,-0.011434778830012282,0.06991858481620694,-0.012288602858154425,0.14031178566951719,-0.1384272611984641,0.05219140213828069,-0.08206742260613013,0.019208180511879107,-0.016636710825672356,0.07582758033392428,0.08864037760343278,0.008566927889775821,-0.038954637482856797,0.0014712939026936993,-0.015996607319681534,-0.07156952203043426,-0.1291304820278478,-0.04474898453277519,-0.0016112309534228346,0.09859383277733275,-0.0467284909298495,-0.018945181847862803,-0.0016784779859192389,0.08673737812396448,0.037627329255344816,-0.011277814110408296,-0.016206864438279928,-0.019743560513903708,-0.09212852918375053,-0.03219533683513561,-0.013672924998357943,0.00907601815578079,-0.044938167027215356,-0.10171517736199591,0.03674534751992804,0.024362325030617662,-0.005680546338879421,-0.11604809352183204,-0.01454087456878406,-0.02279633998869959,0.014009566471742493,0.045320466802149136,0.042583199646970354
