cluster_id,size,percentage,avg_rating,avg_year
0,1778,21.349663784822287,0.6150481189851267,0.8873663519332803
1,1703,20.449087415946206,0.5250212044105174,0.938011945645533
2,681,8.177233429394812,0.6542666014031653,0.8856702116614004
3,1933,23.210854947166187,0.5641202506179226,0.9292877037315729
4,81,0.9726224783861672,0.5144032921810698,0.9918942511535102
5,266,3.1940441882804995,0.6386800334168754,0.9071922229816961
6,1465,17.591258405379442,0.5946150929086081,0.9161030096183673
7,421,5.0552353506244,0.5618896806545262,0.9878356006622037
