user_idx,movie_idx,rating_scaled
2402,2547,0.4444444444444445
622,189,0.8888888888888888
3357,17,0.6666666666666665
183,2587,0.6666666666666665
756,2589,0.4444444444444445
453,701,0.5555555555555556
62,86,0.7777777777777777
360,159,0.5555555555555556
936,2323,0.7777777777777777
1550,2400,0.5555555555555556
153,2081,0.3333333333333333
472,2427,0.6666666666666665
1297,2493,0.5555555555555556
62,1636,0.6666666666666665
170,648,0.6666666666666665
183,1900,0.6666666666666665
2599,371,1.0
606,394,1.0
551,191,0.6666666666666665
968,2106,1.0
715,1995,0.8888888888888888
961,784,1.0
352,2571,1.0
1201,2007,0.1111111111111111
600,813,0.5555555555555556
3437,1747,0.1111111111111111
333,560,0.6666666666666665
1970,2639,0.2222222222222222
545,1575,1.0
862,1704,0.2222222222222222
3460,269,1.0
2785,1195,0.1111111111111111
998,2478,0.7777777777777777
734,2205,0.4444444444444445
545,1371,0.7777777777777777
154,2037,0.8888888888888888
33,1973,0.4444444444444445
453,1644,0.6666666666666665
3028,280,0.2222222222222222
453,1510,0.8888888888888888
183,2296,0.6666666666666665
1332,123,0.1111111111111111
1716,2032,0.1111111111111111
2387,658,0.6666666666666665
682,1624,0.7777777777777777
848,1836,0.7777777777777777
352,2044,1.0
307,2383,0.6666666666666665
647,169,0.2222222222222222
3249,884,0.6666666666666665
559,1975,0.7777777777777777
419,572,0.8888888888888888
352,1510,1.0
1598,2243,0.2222222222222222
582,217,0.2222222222222222
873,2552,0.7777777777777777
968,2367,0.5555555555555556
545,2225,0.7777777777777777
1847,901,0.4444444444444445
2060,968,0.3333333333333333
183,1842,0.5555555555555556
1863,2281,0.5555555555555556
252,1871,0.4444444444444445
183,1787,0.5555555555555556
62,1366,0.6666666666666665
3370,556,0.3333333333333333
3419,1968,0.5555555555555556
193,595,0.6666666666666665
453,1694,0.4444444444444445
33,1828,0.1111111111111111
1201,832,0.5555555555555556
693,2650,0.8888888888888888
679,1690,1.0
727,1614,0.4444444444444445
28,2593,0.4444444444444445
1688,227,0.7777777777777777
1467,2493,0.7777777777777777
727,1889,0.4444444444444445
697,508,0.5555555555555556
132,464,0.7777777777777777
971,2121,0.6666666666666665
1559,114,0.7777777777777777
892,33,0.6666666666666665
1711,1781,0.6666666666666665
566,2022,0.6666666666666665
183,822,0.5555555555555556
1203,2655,0.5555555555555556
266,343,0.7777777777777777
61,1640,1.0
600,2043,0.6666666666666665
3489,1597,1.0
329,2061,0.1111111111111111
225,1811,0.5555555555555556
2661,774,0.8888888888888888
600,523,0.4444444444444445
1332,124,0.2222222222222222
632,2667,0.6666666666666665
3396,2444,0.7777777777777777
170,2156,0.7777777777777777
62,1902,0.6666666666666665
453,1675,0.7777777777777777
3390,268,0.4444444444444445
183,2074,0.7777777777777777
61,337,0.4444444444444445
873,2138,0.6666666666666665
1916,2256,0.4444444444444445
310,838,0.3333333333333333
2252,1029,1.0
2160,996,0.7777777777777777
857,1934,0.7777777777777777
183,1540,0.5555555555555556
458,2502,0.4444444444444445
2874,2100,0.4444444444444445
412,102,0.6666666666666665
189,828,0.1111111111111111
1399,556,0.0
545,348,0.0
333,2146,0.6666666666666665
1203,2498,0.7777777777777777
1148,2155,0.5555555555555556
2101,242,0.0
1650,2257,1.0
7,1667,1.0
183,1506,0.5555555555555556
354,2102,0.5555555555555556
1485,2117,0.4444444444444445
354,1661,0.6666666666666665
